experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
Mid-level,Full-time,"Data Science Manager",196000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science Manager",140000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",125000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",220600,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",140100,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Research Scientist",440000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",295000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",227700,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",135482,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Business Intelligence Developer",75000,"United Kingdom",In-person,"United Kingdom",M,"BI and Visualization"
Senior,Full-time,"Business Intelligence Developer",50000,"United Kingdom",In-person,"United Kingdom",M,"BI and Visualization"
Executive,Full-time,"Data Science",326000,"United States",Remote,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Science",237500,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Analyst",113500,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",96475,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",105301,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",164640,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",131712,"United States",In-person,"United States",M,"Data Analysis"
Executive,Full-time,"Head of Data",290000,"United States",Remote,"United States",M,"Leadership and Management"
Executive,Full-time,"Head of Data",207000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Engineer",221000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",151000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",164000,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Data Analyst",115000,Canada,Remote,Canada,M,"Data Analysis"
Mid-level,Full-time,"Prompt Engineer",240960,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Prompt Engineer",200800,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Science",110000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science",95000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",322000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",316900,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",181100,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Science Director",212000,"United States",In-person,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Science Director",190000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Business Intelligence Engineer",105000,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Business Intelligence Engineer",80000,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Machine Learning Engineer",250900,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",135200,"United States",In-person,"United States",M,"Machine Learning and AI"
